,GEOID,GEO.display-label,tot_educ,educ_0,educ_1,educ_2,educ_3,educ_4,educ_5,educ_6,educ_7,educ_8,educ_9,educ_10,educ_11,educ_12,educ_13,educ_13.5,educ_14,educ_14.5,educ_15,educ_16,educ_18,educ_20,educ_23,reduc_0,reduc_1,reduc_2,reduc_3,reduc_4,reduc_5,reduc_6,reduc_7,reduc_8,reduc_9,reduc_10,reduc_11,reduc_12,reduc_13,reduc_13.5,reduc_14,reduc_14.5,reduc_15,reduc_16,reduc_18,reduc_20,reduc_23,NTACode
617,36047033300,"Census Tract 333, Kings County, New York",2285,0,0,0,0,0,0,14,0,0,9,42,0,0,0,64,682,147,282,186,455,395,9,0.0,0.0,0.0,0.0,0.0,0.0,0.00612691466083,0.0,0.0,0.00393873085339,0.0183807439825,0.0,0.0,0.0,0.0280087527352,0.298468271335,0.0643326039387,0.12341356674,0.0814004376368,0.199124726477,0.172866520788,0.00393873085339,BK63
618,36047033500,"Census Tract 335, Kings County, New York",1503,6,0,0,0,0,0,0,0,26,0,18,31,4,3,48,413,48,201,110,329,243,23,0.00399201596806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172987358616,0.0,0.0119760479042,0.020625415835,0.00266134397871,0.00199600798403,0.0319361277445,0.274783765802,0.0319361277445,0.13373253493,0.0731869594145,0.218895542249,0.161676646707,0.0153027278776,BK63
619,36047033600,"Census Tract 336, Kings County, New York",3031,73,0,0,0,0,0,0,0,29,23,2,46,20,22,54,860,97,314,212,706,546,27,0.0240844605741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00956779940614,0.00758825470142,0.000659848234906,0.0151765094028,0.00659848234906,0.00725833058397,0.0178159023425,0.28373474101,0.0320026393929,0.10359617288,0.0699439129,0.232926426922,0.180138568129,0.00890795117123,BK21
620,36047033700,"Census Tract 337, Kings County, New York",2140,30,0,0,0,0,0,8,32,37,18,33,46,16,0,87,430,153,441,137,440,187,45,0.0140186915888,0.0,0.0,0.0,0.0,0.0,0.00373831775701,0.014953271028,0.0172897196262,0.00841121495327,0.0154205607477,0.0214953271028,0.00747663551402,0.0,0.0406542056075,0.200934579439,0.0714953271028,0.206074766355,0.0640186915888,0.205607476636,0.0873831775701,0.0210280373832,BK61
621,36047033900,"Census Tract 339, Kings County, New York",3077,51,0,0,0,12,21,0,0,65,29,74,11,51,35,171,892,110,649,234,359,291,22,0.0165745856354,0.0,0.0,0.0,0.00389990250244,0.00682482937927,0.0,0.0,0.0211244718882,0.00942476438089,0.024049398765,0.00357491062723,0.0165745856354,0.0113747156321,0.0555736106597,0.289892752681,0.0357491062723,0.210919727007,0.0760480987975,0.116672083198,0.0945726356841,0.00714982125447,BK61
622,36047034000,"Census Tract 340, Kings County, New York",1813,163,0,0,0,0,0,18,14,24,23,61,7,129,76,87,659,43,81,22,341,65,0,0.0899062327634,0.0,0.0,0.0,0.0,0.0,0.00992829564258,0.00772200772201,0.0132377275234,0.0126861555433,0.0336458907887,0.003861003861,0.0711527854385,0.0419194704909,0.0479867622725,0.363485934915,0.0237175951462,0.0446773303916,0.0121345835632,0.188086045229,0.0358521787093,0.0,BK21
623,36047034100,"Census Tract 341, Kings County, New York",1984,51,19,0,0,0,9,0,38,31,10,40,57,32,121,21,536,46,316,128,423,106,0,0.0257056451613,0.00957661290323,0.0,0.0,0.0,0.00453629032258,0.0,0.0191532258065,0.015625,0.00504032258065,0.0201612903226,0.0287298387097,0.0161290322581,0.0609879032258,0.0105846774194,0.270161290323,0.023185483871,0.159274193548,0.0645161290323,0.213205645161,0.0534274193548,0.0,BK61
624,36047034200,"Census Tract 342, Kings County, New York",3516,187,0,0,0,8,0,13,93,62,0,77,34,190,163,220,945,116,396,254,490,236,32,0.0531854379977,0.0,0.0,0.0,0.00227531285552,0.0,0.00369738339022,0.0264505119454,0.0176336746303,0.0,0.0218998862344,0.00967007963595,0.0540386803185,0.0463594994312,0.0625711035267,0.268771331058,0.032992036405,0.112627986348,0.0722411831627,0.1393629124,0.0671217292378,0.00910125142207,BK21
625,36047034300,"Census Tract 343, Kings County, New York",3050,41,0,0,0,0,23,0,16,73,28,175,95,73,315,129,821,146,416,217,232,238,12,0.0134426229508,0.0,0.0,0.0,0.0,0.00754098360656,0.0,0.00524590163934,0.0239344262295,0.00918032786885,0.0573770491803,0.0311475409836,0.0239344262295,0.103278688525,0.0422950819672,0.269180327869,0.047868852459,0.136393442623,0.0711475409836,0.0760655737705,0.0780327868852,0.00393442622951,BK61
626,36047034500,"Census Tract 345, Kings County, New York",1612,20,0,0,0,0,0,7,0,0,16,47,80,39,77,56,619,14,243,74,226,94,0,0.0124069478908,0.0,0.0,0.0,0.0,0.0,0.00434243176179,0.0,0.0,0.00992555831266,0.0291563275434,0.0496277915633,0.0241935483871,0.0477667493797,0.0347394540943,0.383995037221,0.00868486352357,0.150744416873,0.045905707196,0.140198511166,0.0583126550868,0.0,BK61
627,36047034700,"Census Tract 347, Kings County, New York",2113,42,0,0,0,0,0,12,0,17,22,57,0,121,162,49,857,104,357,71,131,111,0,0.0198769522007,0.0,0.0,0.0,0.0,0.0,0.00567912920019,0.0,0.0080454330336,0.010411736867,0.0269758637009,0.0,0.0572645527686,0.0766682442026,0.0231897775674,0.405584477047,0.049219119735,0.168954093706,0.0336015144345,0.0619971604354,0.0525319451018,0.0,BK61
628,36047034800,"Census Tract 348, Kings County, New York",1361,141,0,5,0,0,12,2,6,77,0,12,44,134,63,26,369,18,163,74,125,90,0,0.103600293902,0.0,0.00367376928729,0.0,0.0,0.00881704628949,0.00146950771492,0.00440852314475,0.0565760470242,0.0,0.00881704628949,0.0323291697281,0.0984570168993,0.0462894930198,0.0191036002939,0.271124173402,0.0132255694342,0.119764878766,0.0543717854519,0.0918442321822,0.0661278471712,0.0,BK21
629,36047034900,"Census Tract 349, Kings County, New York",3631,70,0,0,0,0,41,18,59,55,21,138,132,140,209,192,1376,157,526,134,223,140,0,0.0192784356926,0.0,0.0,0.0,0.0,0.0112916551914,0.00495731203525,0.0162489672267,0.0151473423299,0.00578353070779,0.0380060589369,0.0363536215918,0.0385568713853,0.0575599008538,0.0528779950427,0.378958964473,0.0432387771964,0.144863673919,0.0369044340402,0.0614155879923,0.0385568713853,0.0,BK61
630,36047035000,"Census Tract 350, Kings County, New York",2400,26,6,0,0,0,0,14,0,33,24,29,27,34,21,17,797,36,214,232,610,252,28,0.0108333333333,0.0025,0.0,0.0,0.0,0.0,0.00583333333333,0.0,0.01375,0.01,0.0120833333333,0.01125,0.0141666666667,0.00875,0.00708333333333,0.332083333333,0.015,0.0891666666667,0.0966666666667,0.254166666667,0.105,0.0116666666667,BK23
631,36047035100,"Census Tract 351, Kings County, New York",2823,119,0,0,0,31,11,0,22,209,54,21,63,65,54,145,1207,141,262,142,185,92,0,0.0421537371591,0.0,0.0,0.0,0.0109812256465,0.00389656393907,0.0,0.00779312787814,0.0740347148424,0.01912858661,0.00743889479277,0.0223166843783,0.0230251505491,0.01912858661,0.0513637973787,0.427559334042,0.0499468650372,0.092809068367,0.0503010981226,0.0655331207935,0.0325894438541,0.0,BK61
632,36047035200,"Census Tract 352, Kings County, New York",1056,41,0,0,0,0,0,15,23,15,27,84,32,64,32,52,305,43,89,41,120,55,18,0.0388257575758,0.0,0.0,0.0,0.0,0.0,0.0142045454545,0.0217803030303,0.0142045454545,0.0255681818182,0.0795454545455,0.030303030303,0.0606060606061,0.030303030303,0.0492424242424,0.288825757576,0.0407196969697,0.0842803030303,0.0388257575758,0.113636363636,0.0520833333333,0.0170454545455,BK21
633,36047035300,"Census Tract 353, Kings County, New York",3162,12,0,0,0,24,15,26,37,93,0,100,46,102,104,140,865,82,495,170,625,216,10,0.00379506641366,0.0,0.0,0.0,0.00759013282732,0.00474383301708,0.00822264389627,0.0117014547755,0.0294117647059,0.0,0.0316255534472,0.0145477545857,0.0322580645161,0.0328905755851,0.0442757748261,0.273561037318,0.0259329538267,0.156546489564,0.0537634408602,0.197659709045,0.0683111954459,0.00316255534472,BK61
634,36047035400,"Census Tract 354, Kings County, New York",4611,92,0,0,0,0,0,0,0,0,12,0,53,46,0,147,1433,133,480,312,1232,608,63,0.0199522880069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00260247234873,0.0,0.0114942528736,0.00997614400347,0.0,0.031880286272,0.310778572978,0.0288440685318,0.104098893949,0.067664281067,0.267187161136,0.131858599002,0.0136629798308,BK23
635,36047035500,"Census Tract 355, Kings County, New York",3100,72,0,21,0,0,0,15,0,40,68,69,25,56,198,114,994,177,469,287,284,211,0,0.0232258064516,0.0,0.00677419354839,0.0,0.0,0.0,0.00483870967742,0.0,0.0129032258065,0.021935483871,0.0222580645161,0.00806451612903,0.018064516129,0.0638709677419,0.0367741935484,0.32064516129,0.0570967741935,0.151290322581,0.0925806451613,0.0916129032258,0.068064516129,0.0,BK63
636,36047035601,"Census Tract 356.01, Kings County, New York",2153,25,0,0,0,0,0,0,0,0,0,20,6,25,13,0,500,95,231,218,628,382,10,0.0116117045982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00928936367859,0.00278680910358,0.0116117045982,0.00603808639108,0.0,0.232234091965,0.0441244774733,0.107292150488,0.101254064097,0.291686019508,0.177426846261,0.00464468183929,BK23
637,36047035602,"Census Tract 356.02, Kings County, New York",4040,112,0,0,0,0,0,0,0,113,0,15,71,39,12,115,873,189,378,291,1200,618,14,0.0277227722772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279702970297,0.0,0.00371287128713,0.0175742574257,0.00965346534653,0.0029702970297,0.0284653465347,0.216089108911,0.0467821782178,0.0935643564356,0.0720297029703,0.29702970297,0.15297029703,0.00346534653465,BK23
638,36047035700,"Census Tract 357, Kings County, New York",1253,0,0,0,0,0,14,0,0,59,33,23,66,47,43,44,616,8,103,94,88,15,0,0.0,0.0,0.0,0.0,0.0,0.0111731843575,0.0,0.0,0.0470869912211,0.0263367916999,0.0183559457302,0.0526735833998,0.0375099760575,0.0343176376696,0.0351157222666,0.491620111732,0.00638467677574,0.0822027134876,0.0750199521149,0.0702314445331,0.0119712689545,0.0,BK61
639,36047035900,"Census Tract 359, Kings County, New York",2999,47,0,0,0,30,57,15,6,49,15,54,64,114,227,204,1132,35,430,150,254,116,0,0.0156718906302,0.0,0.0,0.0,0.0100033344448,0.0190063354451,0.00500166722241,0.00200066688896,0.0163387795932,0.00500166722241,0.0180060020007,0.0213404468156,0.0380126708903,0.0756918972991,0.0680226742247,0.377459153051,0.0116705568523,0.143381127042,0.0500166722241,0.0846948982994,0.0386795598533,0.0,BK61
640,36047036001,"Census Tract 360.01, Kings County, New York",2461,67,0,0,0,0,6,26,0,16,14,28,32,43,14,0,516,17,179,293,832,292,86,0.0272247054043,0.0,0.0,0.0,0.0,0.00243803331979,0.0105648110524,0.0,0.0065014221861,0.00568874441284,0.0113774888257,0.0130028443722,0.0174725721252,0.00568874441284,0.0,0.209670865502,0.00690776107273,0.072734660707,0.119057293783,0.338073953677,0.118650954896,0.0349451442503,BK19
641,36047036002,"Census Tract 360.02, Kings County, New York",2800,104,0,0,0,0,0,22,11,0,21,65,0,9,0,40,678,30,257,410,756,302,95,0.0371428571429,0.0,0.0,0.0,0.0,0.0,0.00785714285714,0.00392857142857,0.0,0.0075,0.0232142857143,0.0,0.00321428571429,0.0,0.0142857142857,0.242142857143,0.0107142857143,0.0917857142857,0.146428571429,0.27,0.107857142857,0.0339285714286,BK19
642,36047036100,"Census Tract 361, Kings County, New York",1494,75,0,0,7,0,0,10,0,15,31,40,59,16,112,55,618,16,153,152,84,51,0,0.0502008032129,0.0,0.0,0.00468540829987,0.0,0.0,0.00669344042838,0.0,0.0100401606426,0.020749665328,0.0267737617135,0.0394912985274,0.0107095046854,0.0749665327979,0.0368139223561,0.413654618474,0.0107095046854,0.102409638554,0.101740294511,0.0562248995984,0.0341365461847,0.0,BK79
643,36047036200,"Census Tract 362, Kings County, New York",2321,177,0,0,0,0,0,0,35,45,26,39,59,83,88,114,909,54,135,132,300,117,8,0.0762602326583,0.0,0.0,0.0,0.0,0.0,0.0,0.0150797070228,0.0193881947436,0.0112020680741,0.0168031021112,0.0254200775528,0.0357604480827,0.0379146919431,0.0491167600172,0.391641533822,0.0232658336924,0.0581645842309,0.0568720379147,0.129254631624,0.0504093063335,0.00344679017665,BK19
644,36047036300,"Census Tract 363, Kings County, New York",2335,88,0,0,0,20,0,0,0,65,67,19,46,48,69,162,951,28,192,231,274,75,0,0.037687366167,0.0,0.0,0.0,0.00856531049251,0.0,0.0,0.0,0.0278372591006,0.0286937901499,0.00813704496788,0.0197002141328,0.020556745182,0.0295503211991,0.0693790149893,0.407280513919,0.0119914346895,0.0822269807281,0.0989293361884,0.117344753747,0.0321199143469,0.0,BK79
645,36047036400,"Census Tract 364, Kings County, New York",1584,37,10,0,0,0,26,31,0,1,9,12,1,0,0,37,708,64,147,98,228,153,22,0.0233585858586,0.00631313131313,0.0,0.0,0.0,0.0164141414141,0.0195707070707,0.0,0.000631313131313,0.00568181818182,0.00757575757576,0.000631313131313,0.0,0.0,0.0233585858586,0.44696969697,0.040404040404,0.092803030303,0.0618686868687,0.143939393939,0.0965909090909,0.0138888888889,BK19
646,36047036501,"Census Tract 365.01, Kings County, New York",1717,73,0,0,0,0,0,0,22,27,15,7,8,44,24,56,607,48,292,189,256,49,0,0.0425160163075,0.0,0.0,0.0,0.0,0.0,0.0,0.0128130460105,0.015725101922,0.00873616773442,0.00407687827606,0.00465928945836,0.025626092021,0.0139778683751,0.0326150262085,0.353523587653,0.0279557367501,0.17006406523,0.110075713454,0.149097262667,0.0285381479324,0.0,BK79
647,36047036502,"Census Tract 365.02, Kings County, New York",749,43,0,0,0,0,0,0,0,24,7,15,14,31,34,10,266,37,107,43,61,57,0,0.0574098798398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320427236315,0.00934579439252,0.0200267022697,0.018691588785,0.041388518024,0.045393858478,0.0133511348465,0.355140186916,0.0493991989319,0.142857142857,0.0574098798398,0.0814419225634,0.0761014686248,0.0,BK79
648,36047036600,"Census Tract 366, Kings County, New York",2773,161,0,0,0,23,26,32,45,17,14,44,24,58,48,34,803,89,293,283,538,228,13,0.0580598629643,0.0,0.0,0.0,0.00829426613776,0.00937612693833,0.0115398485395,0.0162279120087,0.0061305445366,0.00504868373603,0.0158672917418,0.00865488640462,0.0209159754778,0.0173097728092,0.0122610890732,0.289578074288,0.0320952037505,0.10566173819,0.102055535521,0.19401370357,0.0822214208439,0.00468806346917,BK19
649,36047036700,"Census Tract 367, Kings County, New York",787,26,0,0,0,0,0,0,0,6,9,46,0,37,6,0,309,72,102,70,99,5,0,0.0330368487929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762388818297,0.0114358322745,0.0584498094028,0.0,0.0470139771283,0.00762388818297,0.0,0.392630241423,0.0914866581957,0.129606099111,0.0889453621347,0.125794155019,0.00635324015248,0.0,BK79
650,36047036900,"Census Tract 369, Kings County, New York",2714,23,0,0,0,0,41,6,0,88,12,60,113,129,171,109,907,48,542,93,307,57,8,0.00847457627119,0.0,0.0,0.0,0.0,0.015106853353,0.00221075902727,0.0,0.0324244657332,0.00442151805453,0.0221075902727,0.0416359616802,0.0475313190862,0.0630066322771,0.0401621223287,0.334193072955,0.0176860722181,0.19970523213,0.0342667649226,0.113117170228,0.021002210759,0.00294767870302,BK79
651,36047037000,"Census Tract 370, Kings County, New York",2977,23,0,0,0,0,14,0,0,19,30,6,43,41,73,73,580,147,290,302,871,457,8,0.00772589855559,0.0,0.0,0.0,0.0,0.00470272085993,0.0,0.0,0.00638226402419,0.0100772589856,0.00201545179711,0.0144440712126,0.0137722539469,0.0245213301982,0.0245213301982,0.194827007054,0.0493785690292,0.097413503527,0.101444407121,0.292576419214,0.153510245213,0.00268726906281,BK19
652,36047037100,"Census Tract 371, Kings County, New York",2893,51,0,0,0,0,0,12,37,58,23,19,50,108,94,100,939,151,298,320,490,115,28,0.0176287590736,0.0,0.0,0.0,0.0,0.0,0.00414794331144,0.0127894918769,0.020048392672,0.00795022468026,0.00656757690978,0.017283097131,0.037331489803,0.0324922226063,0.034566194262,0.32457656412,0.0521949533356,0.103007258901,0.110611821638,0.169374351884,0.0397511234013,0.00967853439336,BK79
653,36047037300,"Census Tract 373, Kings County, New York",2335,36,0,0,7,58,0,0,38,28,57,63,56,216,151,52,601,45,356,194,265,83,29,0.0154175588865,0.0,0.0,0.00299785867238,0.0248394004283,0.0,0.0,0.0162740899358,0.0119914346895,0.0244111349036,0.0269807280514,0.023982869379,0.0925053533191,0.0646680942184,0.0222698072805,0.2573875803,0.0192719486081,0.152462526767,0.0830835117773,0.113490364026,0.0355460385439,0.0124197002141,BK79
654,36047037401,"Census Tract 374.01, Kings County, New York",3234,157,0,0,0,0,0,0,0,37,0,68,0,10,31,18,812,108,320,351,667,575,80,0.0485466914038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114409400124,0.0,0.0210265924552,0.0,0.00309214594929,0.0095856524428,0.00556586270872,0.251082251082,0.0333951762523,0.0989486703772,0.10853432282,0.206246134818,0.177798392084,0.0247371675943,BK26
655,36047037402,"Census Tract 374.02, Kings County, New York",3127,19,0,0,0,0,0,13,16,16,13,8,0,177,13,72,1215,65,287,139,615,410,49,0.00607611128878,0.0,0.0,0.0,0.0,0.0,0.00415733930285,0.00511672529581,0.00511672529581,0.00415733930285,0.00255836264791,0.0,0.0566037735849,0.00415733930285,0.0230252638311,0.388551327151,0.0207866965142,0.0917812599936,0.0444515510074,0.196674128558,0.131116085705,0.0156699712184,BK26
656,36047037500,"Census Tract 375, Kings County, New York",1772,59,0,13,0,0,24,0,0,9,63,175,72,30,24,156,408,33,238,225,196,47,0,0.0332957110609,0.0,0.00733634311512,0.0,0.0,0.0135440180587,0.0,0.0,0.00507900677201,0.0355530474041,0.0987584650113,0.0406320541761,0.0169300225734,0.0135440180587,0.0880361173815,0.230248306998,0.0186230248307,0.134311512415,0.1269751693,0.110609480813,0.0265237020316,0.0,BK35
657,36047037700,"Census Tract 377, Kings County, New York",2655,26,0,0,0,0,0,0,67,34,34,32,14,66,60,4,727,142,451,218,547,179,54,0.00979284369115,0.0,0.0,0.0,0.0,0.0,0.0,0.0252354048964,0.0128060263653,0.0128060263653,0.0120527306968,0.00527306967985,0.0248587570621,0.0225988700565,0.0015065913371,0.273822975518,0.053483992467,0.169868173258,0.0821092278719,0.206026365348,0.0674199623352,0.0203389830508,BK35
658,36047037900,"Census Tract 379, Kings County, New York",2442,10,0,0,0,0,0,0,31,82,55,14,17,67,196,37,847,67,423,150,188,258,0,0.004095004095,0.0,0.0,0.0,0.0,0.0,0.0,0.0126945126945,0.033579033579,0.0225225225225,0.00573300573301,0.00696150696151,0.0274365274365,0.0802620802621,0.0151515151515,0.346846846847,0.0274365274365,0.173218673219,0.0614250614251,0.0769860769861,0.105651105651,0.0,BK35
659,36047038100,"Census Tract 381, Kings County, New York",3040,96,0,0,0,0,14,33,55,10,9,62,78,146,363,77,943,134,466,186,292,68,8,0.0315789473684,0.0,0.0,0.0,0.0,0.00460526315789,0.0108552631579,0.0180921052632,0.00328947368421,0.00296052631579,0.0203947368421,0.0256578947368,0.0480263157895,0.119407894737,0.0253289473684,0.310197368421,0.0440789473684,0.153289473684,0.0611842105263,0.0960526315789,0.0223684210526,0.00263157894737,BK61
660,36047038200,"Census Tract 382, Kings County, New York",3523,86,0,0,0,0,139,0,28,237,25,330,188,214,151,151,1052,221,265,122,299,15,0,0.0244110133409,0.0,0.0,0.0,0.0,0.0394550099347,0.0,0.00794777178541,0.0672722111837,0.0070962248084,0.0936701674709,0.0533636105592,0.0607436843599,0.0428611978427,0.0428611978427,0.298609139938,0.0627306273063,0.0752199829691,0.034629577065,0.0848708487085,0.00425773488504,0.0,BK26
661,36047038300,"Census Tract 383, Kings County, New York",2889,7,0,0,0,0,15,0,1,20,0,39,30,58,94,83,874,176,404,77,658,301,52,0.00242298373139,0.0,0.0,0.0,0.0,0.00519210799585,0.0,0.000346140533056,0.00692281066113,0.0,0.0134994807892,0.0103842159917,0.0200761509173,0.0325372101073,0.0287296642437,0.302526825891,0.0609207338179,0.139840775355,0.0266528210453,0.227760470751,0.10418830045,0.0179993077189,BK35
662,36047038500,"Census Tract 385, Kings County, New York",2261,167,0,0,0,0,20,0,18,32,66,0,65,105,94,113,638,32,457,203,217,34,0,0.0738611233967,0.0,0.0,0.0,0.0,0.00884564352057,0.0,0.00796107916851,0.0141530296329,0.0291906236179,0.0,0.0287483414418,0.046439628483,0.0415745245467,0.0499778858912,0.282176028306,0.0141530296329,0.202122954445,0.0897832817337,0.0959752321981,0.015037593985,0.0,BK35
663,36047038600,"Census Tract 386, Kings County, New York",2513,125,0,0,0,0,0,90,19,91,33,21,69,63,42,160,836,24,197,211,402,104,26,0.049741345006,0.0,0.0,0.0,0.0,0.0,0.0358137684043,0.00756068444091,0.0362116991643,0.0131317150816,0.008356545961,0.0274572224433,0.025069637883,0.016713091922,0.0636689216076,0.3326701154,0.00955033824115,0.0783923597294,0.0839633903701,0.159968165539,0.041384799045,0.0103461997612,BK26
664,36047038700,"Census Tract 387, Kings County, New York",2393,69,0,0,13,0,42,37,17,71,15,60,65,45,275,80,690,55,302,178,224,155,0,0.0288340994567,0.0,0.0,0.00543251149185,0.0,0.0175511909737,0.0154617634768,0.00710405348934,0.0296698704555,0.0062682824906,0.0250731299624,0.0271625574593,0.0188048474718,0.114918512328,0.0334308399499,0.288340994567,0.0229837024655,0.126201420811,0.0743836188884,0.0936063518596,0.0647722524028,0.0,BK35
665,36047038800,"Census Tract 388, Kings County, New York",2518,94,15,0,0,0,0,0,15,26,1,88,17,25,14,115,1016,54,181,249,368,208,32,0.0373312152502,0.00595710881652,0.0,0.0,0.0,0.0,0.0,0.00595710881652,0.010325655282,0.000397140587768,0.0349483717236,0.00675138999206,0.0099285146942,0.00555996822875,0.0456711675933,0.403494837172,0.0214455917395,0.071882446386,0.0988880063542,0.146147736299,0.0826052422558,0.0127084988086,BK25
666,36047038900,"Census Tract 389, Kings County, New York",2032,121,0,0,30,14,28,61,60,143,22,68,143,46,64,17,370,18,293,49,397,75,13,0.0595472440945,0.0,0.0,0.0147637795276,0.00688976377953,0.0137795275591,0.0300196850394,0.0295275590551,0.070374015748,0.0108267716535,0.0334645669291,0.070374015748,0.0226377952756,0.0314960629921,0.00836614173228,0.182086614173,0.00885826771654,0.144192913386,0.0241141732283,0.195374015748,0.0369094488189,0.00639763779528,BK78
667,36047039000,"Census Tract 390, Kings County, New York",1495,12,0,0,0,0,4,0,11,6,0,49,30,53,42,78,672,25,95,83,213,122,0,0.00802675585284,0.0,0.0,0.0,0.0,0.00267558528428,0.0,0.00735785953177,0.00401337792642,0.0,0.0327759197324,0.0200668896321,0.0354515050167,0.0280936454849,0.0521739130435,0.449498327759,0.0167224080268,0.0635451505017,0.0555183946488,0.142474916388,0.0816053511706,0.0,BK25
668,36047039100,"Census Tract 391, Kings County, New York",1944,38,0,0,30,0,37,34,95,104,137,42,100,53,36,19,495,51,259,86,253,75,0,0.0195473251029,0.0,0.0,0.0154320987654,0.0,0.0190329218107,0.0174897119342,0.0488683127572,0.0534979423868,0.0704732510288,0.0216049382716,0.0514403292181,0.0272633744856,0.0185185185185,0.00977366255144,0.25462962963,0.0262345679012,0.133230452675,0.0442386831276,0.130144032922,0.0385802469136,0.0,BK78
669,36047039200,"Census Tract 392, Kings County, New York",1633,14,0,0,0,0,11,0,62,9,7,5,32,53,0,39,655,55,127,164,262,124,14,0.00857317819963,0.0,0.0,0.0,0.0,0.00673606858543,0.0,0.0379669320269,0.00551132884262,0.00428658909982,0.00306184935701,0.0195958358849,0.0324556031843,0.0,0.0238824249847,0.401102265769,0.0336803429271,0.0777709736681,0.10042865891,0.160440906307,0.0759338640539,0.00857317819963,BK25
670,36047039300,"Census Tract 393, Kings County, New York",2563,95,0,0,0,0,0,37,36,70,20,141,50,87,0,54,810,77,295,162,454,175,0,0.0370659383535,0.0,0.0,0.0,0.0,0.0,0.0144362075693,0.0140460397971,0.0273117440499,0.00780335544284,0.055013655872,0.0195083886071,0.0339445961764,0.0,0.0210690596957,0.316035895435,0.0300429184549,0.115099492782,0.063207179087,0.177136168552,0.0682793601249,0.0,BK78
671,36047039400,"Census Tract 394, Kings County, New York",1555,43,0,0,0,0,0,0,51,15,12,24,24,19,25,49,598,77,157,98,235,112,16,0.027652733119,0.0,0.0,0.0,0.0,0.0,0.0,0.0327974276527,0.0096463022508,0.00771704180064,0.0154340836013,0.0154340836013,0.0122186495177,0.016077170418,0.0315112540193,0.384565916399,0.0495176848875,0.100964630225,0.0630225080386,0.151125401929,0.0720257234727,0.0102893890675,BK25
672,36047039500,"Census Tract 395, Kings County, New York",2256,38,0,0,18,0,34,22,0,303,31,139,21,21,125,11,588,28,374,95,277,80,51,0.0168439716312,0.0,0.0,0.00797872340426,0.0,0.0150709219858,0.00975177304965,0.0,0.134308510638,0.0137411347518,0.0616134751773,0.0093085106383,0.0093085106383,0.0554078014184,0.00487588652482,0.260638297872,0.0124113475177,0.165780141844,0.042109929078,0.122783687943,0.0354609929078,0.0226063829787,BK78
673,36047039600,"Census Tract 396, Kings County, New York",1209,5,0,0,0,0,0,0,0,0,0,8,0,16,17,64,537,52,61,66,232,123,28,0.00413564929694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066170388751,0.0,0.0132340777502,0.0140612076096,0.0529363110008,0.444168734491,0.0430107526882,0.0504549214227,0.0545905707196,0.191894127378,0.101736972705,0.0231596360629,BK25
674,36047039700,"Census Tract 397, Kings County, New York",2269,58,0,0,51,0,27,18,35,50,21,74,75,17,196,19,692,72,359,147,292,66,0,0.0255619215513,0.0,0.0,0.0224768620538,0.0,0.0118995152049,0.00793301013662,0.0154252974879,0.0220361392684,0.00925517849273,0.0326134861172,0.0330542089026,0.00749228735126,0.0863816659321,0.00837373292199,0.304980167475,0.0317320405465,0.158219479947,0.0647862494491,0.128691053327,0.0290877038343,0.0,BK78
675,36047039800,"Census Tract 398, Kings County, New York",1917,38,0,0,16,7,4,0,21,79,12,102,117,100,37,80,603,30,149,121,304,86,11,0.0198226395409,0.0,0.0,0.00834637454356,0.00365153886281,0.00208659363589,0.0,0.0109546165884,0.0412102243088,0.00625978090767,0.0532081377152,0.0610328638498,0.0521648408972,0.019300991132,0.0417318727178,0.31455399061,0.0156494522692,0.0777256129369,0.0631194574857,0.158581116328,0.0448617631716,0.0057381324987,BK26
676,36047039900,"Census Tract 399, Kings County, New York",2401,99,0,0,0,20,44,0,28,68,31,132,41,95,165,63,593,83,332,150,379,78,0,0.0412328196585,0.0,0.0,0.0,0.00832986255727,0.018325697626,0.0,0.0116618075802,0.0283215326947,0.0129112869638,0.054977092878,0.0170762182424,0.039566847147,0.0687213660975,0.0262390670554,0.246980424823,0.0345689296127,0.138275718451,0.0624739691795,0.15785089546,0.0324864639733,0.0,BK78
677,36047040000,"Census Tract 400, Kings County, New York",2254,131,0,0,0,22,11,17,75,113,15,91,110,112,23,120,772,57,133,84,208,160,0,0.0581188997338,0.0,0.0,0.0,0.00976042590949,0.00488021295475,0.0075421472937,0.0332741792369,0.0501330967169,0.00665483584738,0.0403726708075,0.0488021295475,0.0496894409938,0.0102040816327,0.0532386867791,0.342502218279,0.0252883762201,0.0590062111801,0.0372670807453,0.092280390417,0.0709849157054,0.0,BK29
