,GEOID,month,year,passenger_count,tot_month,share_month
466,36047030100.0,03,2013,2,1471243,1.35939474308e-06
467,36047030300.0,03,2013,6,1471243,4.07818422925e-06
468,36047030400.0,03,2013,1,1471243,6.79697371542e-07
469,36047030500.0,03,2013,3,1471243,2.03909211463e-06
470,36047030700.0,03,2013,2,1471243,1.35939474308e-06
471,36047030800.0,03,2013,1,1471243,6.79697371542e-07
472,36047030900.0,03,2013,1,1471243,6.79697371542e-07
473,36047031100.0,03,2013,5,1471243,3.39848685771e-06
474,36047031300.0,03,2013,2,1471243,1.35939474308e-06
475,36047031400.0,03,2013,1,1471243,6.79697371542e-07
476,36047031500.0,03,2013,7,1471243,4.7578816008e-06
477,36047031701.0,03,2013,2,1471243,1.35939474308e-06
478,36047031702.0,03,2013,12,1471243,8.15636845851e-06
479,36047031900.0,03,2013,2,1471243,1.35939474308e-06
480,36047032100.0,03,2013,2,1471243,1.35939474308e-06
481,36047032300.0,03,2013,5,1471243,3.39848685771e-06
482,36047032500.0,03,2013,2,1471243,1.35939474308e-06
483,36047032600.0,03,2013,1,1471243,6.79697371542e-07
484,36047032700.0,03,2013,46,1471243,3.12660790909e-05
485,36047032800.0,03,2013,1,1471243,6.79697371542e-07
486,36047033100.0,03,2013,3,1471243,2.03909211463e-06
487,36047033300.0,03,2013,4,1471243,2.71878948617e-06
488,36047033500.0,03,2013,7,1471243,4.7578816008e-06
489,36047033700.0,03,2013,4,1471243,2.71878948617e-06
490,36047033900.0,03,2013,2,1471243,1.35939474308e-06
491,36047034100.0,03,2013,2,1471243,1.35939474308e-06
492,36047034300.0,03,2013,1,1471243,6.79697371542e-07
493,36047034800.0,03,2013,2,1471243,1.35939474308e-06
494,36047034900.0,03,2013,1,1471243,6.79697371542e-07
495,36047035100.0,03,2013,3,1471243,2.03909211463e-06
496,36047035300.0,03,2013,7,1471243,4.7578816008e-06
497,36047035500.0,03,2013,2,1471243,1.35939474308e-06
498,36047035700.0,03,2013,1,1471243,6.79697371542e-07
499,36047035900.0,03,2013,1,1471243,6.79697371542e-07
500,36047036200.0,03,2013,1,1471243,6.79697371542e-07
501,36047036300.0,03,2013,1,1471243,6.79697371542e-07
502,36047036400.0,03,2013,3,1471243,2.03909211463e-06
503,36047036501.0,03,2013,3,1471243,2.03909211463e-06
504,36047036502.0,03,2013,2,1471243,1.35939474308e-06
505,36047036700.0,03,2013,3,1471243,2.03909211463e-06
506,36047036900.0,03,2013,4,1471243,2.71878948617e-06
507,36047037000.0,03,2013,8,1471243,5.43757897234e-06
508,36047037100.0,03,2013,1,1471243,6.79697371542e-07
509,36047037300.0,03,2013,1,1471243,6.79697371542e-07
510,36047037401.0,03,2013,1,1471243,6.79697371542e-07
511,36047038100.0,03,2013,6,1471243,4.07818422925e-06
512,36047038600.0,03,2013,1,1471243,6.79697371542e-07
513,36047038900.0,03,2013,9,1471243,6.11727634388e-06
514,36047039000.0,03,2013,1,1471243,6.79697371542e-07
515,36047039100.0,03,2013,12,1471243,8.15636845851e-06
516,36047039300.0,03,2013,4,1471243,2.71878948617e-06
517,36047039400.0,03,2013,1,1471243,6.79697371542e-07
518,36047039500.0,03,2013,1,1471243,6.79697371542e-07
519,36047039700.0,03,2013,1,1471243,6.79697371542e-07
520,36047040000.0,03,2013,1,1471243,6.79697371542e-07
521,36047040100.0,03,2013,2,1471243,1.35939474308e-06
522,36047040300.0,03,2013,1,1471243,6.79697371542e-07
523,36047040500.0,03,2013,1,1471243,6.79697371542e-07
524,36047040700.0,03,2013,1,1471243,6.79697371542e-07
525,36047041300.0,03,2013,3,1471243,2.03909211463e-06
526,36047041700.0,03,2013,7,1471243,4.7578816008e-06
527,36047041800.0,03,2013,1,1471243,6.79697371542e-07
528,36047041900.0,03,2013,1,1471243,6.79697371542e-07
529,36047042000.0,03,2013,2,1471243,1.35939474308e-06
530,36047042100.0,03,2013,1,1471243,6.79697371542e-07
531,36047042200.0,03,2013,2,1471243,1.35939474308e-06
532,36047042300.0,03,2013,2,1471243,1.35939474308e-06
533,36047042700.0,03,2013,2,1471243,1.35939474308e-06
534,36047042900.0,03,2013,1,1471243,6.79697371542e-07
535,36047043000.0,03,2013,1,1471243,6.79697371542e-07
536,36047043100.0,03,2013,4,1471243,2.71878948617e-06
537,36047043200.0,03,2013,2,1471243,1.35939474308e-06
538,36047043300.0,03,2013,1,1471243,6.79697371542e-07
539,36047043600.0,03,2013,1,1471243,6.79697371542e-07
540,36047043700.0,03,2013,1,1471243,6.79697371542e-07
541,36047043800.0,03,2013,1,1471243,6.79697371542e-07
542,36047043900.0,03,2013,1,1471243,6.79697371542e-07
543,36047044100.0,03,2013,1,1471243,6.79697371542e-07
544,36047044300.0,03,2013,1,1471243,6.79697371542e-07
545,36047044400.0,03,2013,8,1471243,5.43757897234e-06
546,36047044600.0,03,2013,1,1471243,6.79697371542e-07
547,36047044700.0,03,2013,2,1471243,1.35939474308e-06
548,36047044800.0,03,2013,26,1471243,1.76721316601e-05
549,36047044900.0,03,2013,23,1471243,1.56330395455e-05
550,36047045000.0,03,2013,14,1471243,9.51576320159e-06
551,36047045200.0,03,2013,3,1471243,2.03909211463e-06
552,36047045300.0,03,2013,2,1471243,1.35939474308e-06
553,36047045400.0,03,2013,1,1471243,6.79697371542e-07
554,36047045600.0,03,2013,1,1471243,6.79697371542e-07
555,36047045800.0,03,2013,3,1471243,2.03909211463e-06
556,36047046000.0,03,2013,9,1471243,6.11727634388e-06
557,36047046201.0,03,2013,4,1471243,2.71878948617e-06
558,36047046202.0,03,2013,4,1471243,2.71878948617e-06
559,36047046800.0,03,2013,3,1471243,2.03909211463e-06
560,36047047000.0,03,2013,1,1471243,6.79697371542e-07
561,36047047400.0,03,2013,2,1471243,1.35939474308e-06
562,36047047600.0,03,2013,1,1471243,6.79697371542e-07
563,36047047700.0,03,2013,21,1471243,1.42736448024e-05
564,36047047800.0,03,2013,22,1471243,1.49533421739e-05
565,36047048000.0,03,2013,2,1471243,1.35939474308e-06
566,36047048100.0,03,2013,8,1471243,5.43757897234e-06
567,36047048200.0,03,2013,11,1471243,7.47667108697e-06
568,36047048400.0,03,2013,8,1471243,5.43757897234e-06
569,36047048500.0,03,2013,6,1471243,4.07818422925e-06
570,36047048600.0,03,2013,29,1471243,1.97112237747e-05
571,36047048800.0,03,2013,10,1471243,6.79697371542e-06
572,36047048900.0,03,2013,1,1471243,6.79697371542e-07
573,36047049000.0,03,2013,35,1471243,2.3789408004e-05
574,36047049100.0,03,2013,22,1471243,1.49533421739e-05
575,36047049200.0,03,2013,24,1471243,1.6312736917e-05
576,36047049300.0,03,2013,5,1471243,3.39848685771e-06
577,36047049400.0,03,2013,55,1471243,3.73833554348e-05
578,36047049500.0,03,2013,13,1471243,8.83606583005e-06
579,36047049600.0,03,2013,18,1471243,1.22345526878e-05
580,36047049700.0,03,2013,13,1471243,8.83606583005e-06
581,36047049800.0,03,2013,11,1471243,7.47667108697e-06
582,36047049900.0,03,2013,26,1471243,1.76721316601e-05
583,36047050000.0,03,2013,4,1471243,2.71878948617e-06
584,36047050100.0,03,2013,26,1471243,1.76721316601e-05
585,36047050202.0,03,2013,4,1471243,2.71878948617e-06
586,36047050300.0,03,2013,10,1471243,6.79697371542e-06
587,36047050400.0,03,2013,58,1471243,3.94224475495e-05
588,36047050500.0,03,2013,3,1471243,2.03909211463e-06
589,36047050600.0,03,2013,5,1471243,3.39848685771e-06
590,36047050700.0,03,2013,5,1471243,3.39848685771e-06
591,36047050801.0,03,2013,11,1471243,7.47667108697e-06
592,36047050803.0,03,2013,6,1471243,4.07818422925e-06
593,36047050804.0,03,2013,2,1471243,1.35939474308e-06
594,36047050900.0,03,2013,10,1471243,6.79697371542e-06
595,36047051100.0,03,2013,5,1471243,3.39848685771e-06
596,36047051300.0,03,2013,43,1471243,2.92269869763e-05
597,36047051400.0,03,2013,2,1471243,1.35939474308e-06
598,36047051500.0,03,2013,5,1471243,3.39848685771e-06
599,36047051602.0,03,2013,6,1471243,4.07818422925e-06
600,36047051700.0,03,2013,42,1471243,2.85472896048e-05
601,36047051900.0,03,2013,180,1471243,0.000122345526878
602,36047052000.0,03,2013,1,1471243,6.79697371542e-07
603,36047052300.0,03,2013,484,1471243,0.000328973527826
604,36047052500.0,03,2013,65,1471243,4.41803291502e-05
605,36047052600.0,03,2013,44,1471243,2.99066843479e-05
606,36047052700.0,03,2013,10,1471243,6.79697371542e-06
607,36047052800.0,03,2013,3,1471243,2.03909211463e-06
608,36047052900.0,03,2013,15,1471243,1.01954605731e-05
609,36047053000.0,03,2013,13,1471243,8.83606583005e-06
610,36047053100.0,03,2013,1,1471243,6.79697371542e-07
611,36047053200.0,03,2013,6,1471243,4.07818422925e-06
612,36047053300.0,03,2013,2,1471243,1.35939474308e-06
613,36047053400.0,03,2013,2,1471243,1.35939474308e-06
614,36047053500.0,03,2013,6,1471243,4.07818422925e-06
615,36047053700.0,03,2013,4,1471243,2.71878948617e-06
616,36047053800.0,03,2013,2,1471243,1.35939474308e-06
617,36047054200.0,03,2013,3,1471243,2.03909211463e-06
618,36047054300.0,03,2013,32,1471243,2.17503158894e-05
619,36047054400.0,03,2013,2,1471243,1.35939474308e-06
620,36047054500.0,03,2013,19,1471243,1.29142500593e-05
621,36047054700.0,03,2013,1,1471243,6.79697371542e-07
622,36047054900.0,03,2013,58,1471243,3.94224475495e-05
623,36047055100.0,03,2013,71,1471243,4.82585133795e-05
624,36047055300.0,03,2013,153,1471243,0.000103993697846
625,36047055400.0,03,2013,7,1471243,4.7578816008e-06
626,36047055500.0,03,2013,22,1471243,1.49533421739e-05
627,36047055600.0,03,2013,7,1471243,4.7578816008e-06
628,36047055700.0,03,2013,10,1471243,6.79697371542e-06
629,36047056100.0,03,2013,27,1471243,1.83518290316e-05
630,36047056300.0,03,2013,16,1471243,1.08751579447e-05
631,36047056500.0,03,2013,22,1471243,1.49533421739e-05
632,36047056900.0,03,2013,25,1471243,1.69924342886e-05
633,36047057100.0,03,2013,30,1471243,2.03909211463e-05
634,36047057300.0,03,2013,13,1471243,8.83606583005e-06
635,36047057500.0,03,2013,36,1471243,2.44691053755e-05
636,36047057900.0,03,2013,50,1471243,3.39848685771e-05
637,36047058000.0,03,2013,1,1471243,6.79697371542e-07
638,36047058200.0,03,2013,4,1471243,2.71878948617e-06
639,36047058400.0,03,2013,1,1471243,6.79697371542e-07
640,36047058800.0,03,2013,18,1471243,1.22345526878e-05
641,36047058900.0,03,2013,5,1471243,3.39848685771e-06
642,36047059100.0,03,2013,8,1471243,5.43757897234e-06
643,36047059300.0,03,2013,2,1471243,1.35939474308e-06
644,36047059401.0,03,2013,1,1471243,6.79697371542e-07
645,36047059402.0,03,2013,1,1471243,6.79697371542e-07
646,36047060600.0,03,2013,1,1471243,6.79697371542e-07
647,36047061003.0,03,2013,3,1471243,2.03909211463e-06
648,36047061004.0,03,2013,2,1471243,1.35939474308e-06
649,36047065000.0,03,2013,1,1471243,6.79697371542e-07
650,36047065800.0,03,2013,1,1471243,6.79697371542e-07
651,36047066600.0,03,2013,6,1471243,4.07818422925e-06
652,36047068000.0,03,2013,2,1471243,1.35939474308e-06
653,36047070203.0,03,2013,4,1471243,2.71878948617e-06
654,36047070600.0,03,2013,9,1471243,6.11727634388e-06
655,36047072000.0,03,2013,1,1471243,6.79697371542e-07
656,36047073200.0,03,2013,1,1471243,6.79697371542e-07
657,36047073600.0,03,2013,2,1471243,1.35939474308e-06
658,36047073800.0,03,2013,2,1471243,1.35939474308e-06
659,36047074000.0,03,2013,1,1471243,6.79697371542e-07
660,36047074200.0,03,2013,2,1471243,1.35939474308e-06
661,36047074600.0,03,2013,1,1471243,6.79697371542e-07
662,36047074800.0,03,2013,2,1471243,1.35939474308e-06
663,36047075000.0,03,2013,2,1471243,1.35939474308e-06
664,36047075200.0,03,2013,3,1471243,2.03909211463e-06
665,36047075600.0,03,2013,1,1471243,6.79697371542e-07
666,36047076000.0,03,2013,1,1471243,6.79697371542e-07
667,36047076400.0,03,2013,2,1471243,1.35939474308e-06
668,36047076600.0,03,2013,1,1471243,6.79697371542e-07
669,36047076800.0,03,2013,7,1471243,4.7578816008e-06
670,36047077000.0,03,2013,1,1471243,6.79697371542e-07
671,36047077200.0,03,2013,5,1471243,3.39848685771e-06
672,36047078200.0,03,2013,1,1471243,6.79697371542e-07
673,36047078400.0,03,2013,1,1471243,6.79697371542e-07
674,36047078600.0,03,2013,1,1471243,6.79697371542e-07
675,36047078800.0,03,2013,2,1471243,1.35939474308e-06
676,36047079000.0,03,2013,16,1471243,1.08751579447e-05
677,36047079200.0,03,2013,4,1471243,2.71878948617e-06
678,36047079400.0,03,2013,7,1471243,4.7578816008e-06
679,36047079601.0,03,2013,34,1471243,2.31097106324e-05
680,36047079602.0,03,2013,35,1471243,2.3789408004e-05
681,36047079801.0,03,2013,22,1471243,1.49533421739e-05
682,36047079802.0,03,2013,37,1471243,2.51488027471e-05
683,36047080400.0,03,2013,2,1471243,1.35939474308e-06
684,36047080600.0,03,2013,2,1471243,1.35939474308e-06
685,36047080800.0,03,2013,1,1471243,6.79697371542e-07
686,36047081400.0,03,2013,1,1471243,6.79697371542e-07
687,36047081800.0,03,2013,1,1471243,6.79697371542e-07
688,36047082000.0,03,2013,1,1471243,6.79697371542e-07
689,36047082200.0,03,2013,3,1471243,2.03909211463e-06
690,36047082600.0,03,2013,2,1471243,1.35939474308e-06
691,36047083200.0,03,2013,1,1471243,6.79697371542e-07
692,36047083600.0,03,2013,1,1471243,6.79697371542e-07
693,36047085600.0,03,2013,2,1471243,1.35939474308e-06
694,36047086400.0,03,2013,1,1471243,6.79697371542e-07
695,36047087000.0,03,2013,2,1471243,1.35939474308e-06
696,36047087200.0,03,2013,1,1471243,6.79697371542e-07
697,36047087800.0,03,2013,1,1471243,6.79697371542e-07
698,36047088000.0,03,2013,9,1471243,6.11727634388e-06
699,36047088600.0,03,2013,3,1471243,2.03909211463e-06
700,36047088800.0,03,2013,1,1471243,6.79697371542e-07
701,36047089000.0,03,2013,3,1471243,2.03909211463e-06
702,36047089200.0,03,2013,13,1471243,8.83606583005e-06
703,36047089400.0,03,2013,3,1471243,2.03909211463e-06
704,36047089800.0,03,2013,1,1471243,6.79697371542e-07
705,36047090000.0,03,2013,1,1471243,6.79697371542e-07
706,36047090800.0,03,2013,1,1471243,6.79697371542e-07
707,36047092000.0,03,2013,1,1471243,6.79697371542e-07
708,36047092400.0,03,2013,1,1471243,6.79697371542e-07
709,36047092800.0,03,2013,1,1471243,6.79697371542e-07
710,36047093000.0,03,2013,1,1471243,6.79697371542e-07
711,36047093400.0,03,2013,1,1471243,6.79697371542e-07
712,36047093800.0,03,2013,2,1471243,1.35939474308e-06
713,36047095400.0,03,2013,2,1471243,1.35939474308e-06
714,36047095600.0,03,2013,2,1471243,1.35939474308e-06
715,36047096000.0,03,2013,1,1471243,6.79697371542e-07
716,36047096200.0,03,2013,3,1471243,2.03909211463e-06
717,36047096600.0,03,2013,2,1471243,1.35939474308e-06
718,36047098200.0,03,2013,7,1471243,4.7578816008e-06
719,36047098600.0,03,2013,1,1471243,6.79697371542e-07
720,36047099000.0,03,2013,1,1471243,6.79697371542e-07
721,36047101000.0,03,2013,1,1471243,6.79697371542e-07
722,36047101800.0,03,2013,1,1471243,6.79697371542e-07
723,36047102400.0,03,2013,2,1471243,1.35939474308e-06
724,36047102800.0,03,2013,2,1471243,1.35939474308e-06
725,36047103400.0,03,2013,1,1471243,6.79697371542e-07
726,36047105801.0,03,2013,1,1471243,6.79697371542e-07
727,36047107000.0,03,2013,1,1471243,6.79697371542e-07
728,36047107800.0,03,2013,1,1471243,6.79697371542e-07
729,36047113000.0,03,2013,1,1471243,6.79697371542e-07
730,36047114400.0,03,2013,2,1471243,1.35939474308e-06
731,36047114600.0,03,2013,1,1471243,6.79697371542e-07
732,36047117800.0,03,2013,1,1471243,6.79697371542e-07
733,36047118800.0,03,2013,2,1471243,1.35939474308e-06
734,36047119000.0,03,2013,1,1471243,6.79697371542e-07
735,36047119200.0,03,2013,10,1471243,6.79697371542e-06
736,36047119600.0,03,2013,10,1471243,6.79697371542e-06
737,36047119800.0,03,2013,7,1471243,4.7578816008e-06
738,36047120000.0,03,2013,6,1471243,4.07818422925e-06
739,36047121000.0,03,2013,10,1471243,6.79697371542e-06
740,36047123700.0,03,2013,16,1471243,1.08751579447e-05
741,36047150200.0,03,2013,22,1471243,1.49533421739e-05
742,36047152200.0,03,2013,51,1471243,3.46645659487e-05
743,36059300100.0,03,2013,2,1471243,1.35939474308e-06
744,36059300300.0,03,2013,1,1471243,6.79697371542e-07
745,36059300500.0,03,2013,1,1471243,6.79697371542e-07
746,36059300600.0,03,2013,1,1471243,6.79697371542e-07
747,36059300700.0,03,2013,1,1471243,6.79697371542e-07
748,36059300900.0,03,2013,3,1471243,2.03909211463e-06
749,36059301200.0,03,2013,1,1471243,6.79697371542e-07
750,36059301600.0,03,2013,1,1471243,6.79697371542e-07
751,36059301800.0,03,2013,1,1471243,6.79697371542e-07
752,36059302800.0,03,2013,2,1471243,1.35939474308e-06
753,36059303000.0,03,2013,5,1471243,3.39848685771e-06
754,36059303700.0,03,2013,1,1471243,6.79697371542e-07
755,36059303800.0,03,2013,1,1471243,6.79697371542e-07
756,36059404300.0,03,2013,4,1471243,2.71878948617e-06
757,36059404400.0,03,2013,2,1471243,1.35939474308e-06
758,36059404800.0,03,2013,2,1471243,1.35939474308e-06
759,36059405200.0,03,2013,2,1471243,1.35939474308e-06
760,36059405301.0,03,2013,1,1471243,6.79697371542e-07
761,36059406300.0,03,2013,1,1471243,6.79697371542e-07
762,36059406400.0,03,2013,5,1471243,3.39848685771e-06
763,36059406501.0,03,2013,3,1471243,2.03909211463e-06
764,36059406702.0,03,2013,1,1471243,6.79697371542e-07
765,36059406801.0,03,2013,1,1471243,6.79697371542e-07
766,36059407301.0,03,2013,1,1471243,6.79697371542e-07
767,36059407402.0,03,2013,1,1471243,6.79697371542e-07
768,36059407502.0,03,2013,1,1471243,6.79697371542e-07
769,36059407700.0,03,2013,1,1471243,6.79697371542e-07
770,36059409800.0,03,2013,4,1471243,2.71878948617e-06
771,36059410700.0,03,2013,1,1471243,6.79697371542e-07
772,36059410900.0,03,2013,1,1471243,6.79697371542e-07
773,36059411600.0,03,2013,1,1471243,6.79697371542e-07
774,36059411901.0,03,2013,1,1471243,6.79697371542e-07
775,36059413100.0,03,2013,1,1471243,6.79697371542e-07
776,36059414400.0,03,2013,1,1471243,6.79697371542e-07
777,36059414800.0,03,2013,1,1471243,6.79697371542e-07
778,36059415600.0,03,2013,1,1471243,6.79697371542e-07
779,36059518501.0,03,2013,1,1471243,6.79697371542e-07
780,36059518502.0,03,2013,1,1471243,6.79697371542e-07
781,36059518900.0,03,2013,1,1471243,6.79697371542e-07
782,36059519500.0,03,2013,1,1471243,6.79697371542e-07
783,36059519702.0,03,2013,1,1471243,6.79697371542e-07
784,36059520502.0,03,2013,1,1471243,6.79697371542e-07
785,36059980100.0,03,2013,4,1471243,2.71878948617e-06
786,36059981100.0,03,2013,2,1471243,1.35939474308e-06
787,36061000201.0,03,2013,19,1471243,1.29142500593e-05
788,36061000202.0,03,2013,63,1471243,4.28209344072e-05
789,36061000500.0,03,2013,2,1471243,1.35939474308e-06
790,36061000600.0,03,2013,398,1471243,0.000270519553874
791,36061000700.0,03,2013,7516,1471243,0.00510860544451
792,36061000800.0,03,2013,558,1471243,0.000379271133321
793,36061000900.0,03,2013,4452,1471243,0.00302601269811
794,36061001001.0,03,2013,91,1471243,6.18524608103e-05
795,36061001002.0,03,2013,146,1471243,9.92358162452e-05
796,36061001200.0,03,2013,143,1471243,9.71967241305e-05
797,36061001300.0,03,2013,5094,1471243,0.00346237841064
798,36061001401.0,03,2013,136,1471243,9.24388425298e-05
799,36061001402.0,03,2013,998,1471243,0.000678337976799
800,36061001501.0,03,2013,3067,1471243,0.00208463183852
801,36061001502.0,03,2013,4028,1471243,0.00273782101257
802,36061001600.0,03,2013,1843,1471243,0.00125268225575
803,36061001800.0,03,2013,3744,1471243,0.00254478695905
804,36061002000.0,03,2013,848,1471243,0.000576383371068
805,36061002100.0,03,2013,8669,1471243,0.0058922965139
806,36061002201.0,03,2013,468,1471243,0.000318098369882
807,36061002202.0,03,2013,1878,1471243,0.00127647166376
808,36061002400.0,03,2013,27,1471243,1.83518290316e-05
809,36061002500.0,03,2013,265,1471243,0.000180119803459
810,36061002601.0,03,2013,425,1471243,0.000288871382905
811,36061002602.0,03,2013,611,1471243,0.000415295094012
812,36061002700.0,03,2013,329,1471243,0.000223620435237
813,36061002800.0,03,2013,849,1471243,0.000577063068439
814,36061002900.0,03,2013,890,1471243,0.000604930660673
815,36061003001.0,03,2013,2359,1471243,0.00160340609947
816,36061003002.0,03,2013,2639,1471243,0.0017937213635
817,36061003100.0,03,2013,2470,1471243,0.00167885250771
818,36061003200.0,03,2013,4506,1471243,0.00306271635617
819,36061003300.0,03,2013,11585,1471243,0.00787429404932
820,36061003400.0,03,2013,3532,1471243,0.00240069111629
821,36061003601.0,03,2013,839,1471243,0.000570266094724
822,36061003602.0,03,2013,2921,1471243,0.00198539602228
823,36061003700.0,03,2013,8668,1471243,0.00589161681653
824,36061003800.0,03,2013,5017,1471243,0.00341004171303
825,36061003900.0,03,2013,9303,1471243,0.00632322464746
826,36061004000.0,03,2013,5748,1471243,0.00390690049163
827,36061004100.0,03,2013,2152,1471243,0.00146270874356
828,36061004200.0,03,2013,3511,1471243,0.00238641747148
829,36061004300.0,03,2013,4348,1471243,0.00295532417147
830,36061004400.0,03,2013,5502,1471243,0.00373969493823
831,36061004500.0,03,2013,2811,1471243,0.00191062931141
832,36061004700.0,03,2013,3972,1471243,0.00269975795977
833,36061004800.0,03,2013,7466,1471243,0.00507462057593
834,36061004900.0,03,2013,4782,1471243,0.00325031283072
835,36061005000.0,03,2013,9353,1471243,0.00635720951604
836,36061005200.0,03,2013,8157,1471243,0.00554429145967
837,36061005400.0,03,2013,7934,1471243,0.00539271894582
838,36061005501.0,03,2013,1958,1471243,0.00133084745348
839,36061005502.0,03,2013,4521,1471243,0.00307291181674
840,36061005600.0,03,2013,10363,1471243,0.00704370386129
841,36061005700.0,03,2013,5292,1471243,0.0035969584902
842,36061005800.0,03,2013,11335,1471243,0.00770436970643
843,36061005900.0,03,2013,4568,1471243,0.00310485759321
844,36061006000.0,03,2013,2683,1471243,0.00182362804785
845,36061006100.0,03,2013,7367,1471243,0.00500733053615
846,36061006200.0,03,2013,5208,1471243,0.00353986391099
847,36061006300.0,03,2013,9480,1471243,0.00644353108222
848,36061006400.0,03,2013,10253,1471243,0.00696893715042
849,36061006500.0,03,2013,5692,1471243,0.00386883743882
850,36061006600.0,03,2013,8569,1471243,0.00582432677675
851,36061006700.0,03,2013,6025,1471243,0.00409517666354
852,36061006800.0,03,2013,14494,1471243,0.00985153370313
853,36061006900.0,03,2013,6984,1471243,0.00474700644285
854,36061007000.0,03,2013,9534,1471243,0.00648023474028
855,36061007100.0,03,2013,7479,1471243,0.00508345664176
856,36061007200.0,03,2013,19787,1471243,0.0134491718907
857,36061007300.0,03,2013,5897,1471243,0.00400817539998
858,36061007400.0,03,2013,13884,1471243,0.00943691830649
859,36061007500.0,03,2013,6148,1471243,0.00417877944024
860,36061007600.0,03,2013,8901,1471243,0.0060499863041
861,36061007700.0,03,2013,7072,1471243,0.00480681981155
862,36061007800.0,03,2013,9763,1471243,0.00663588543837
863,36061007900.0,03,2013,6586,1471243,0.00447648688898
864,36061008000.0,03,2013,17887,1471243,0.0121577468848
865,36061008100.0,03,2013,7350,1471243,0.00499577568084
866,36061008200.0,03,2013,12540,1471243,0.00852340503914
867,36061008300.0,03,2013,5023,1471243,0.00341411989726
868,36061008400.0,03,2013,5768,1471243,0.00392049443906
869,36061008601.0,03,2013,4364,1471243,0.00296619932941
870,36061008602.0,03,2013,692,1471243,0.000470350581107
871,36061008603.0,03,2013,4313,1471243,0.00293153476346
872,36061008700.0,03,2013,8829,1471243,0.00600104809335
873,36061008800.0,03,2013,12235,1471243,0.00831609734082
874,36061008900.0,03,2013,4218,1471243,0.00286696351317
875,36061009000.0,03,2013,10322,1471243,0.00701583626906
876,36061009100.0,03,2013,11079,1471243,0.00753036717932
877,36061009200.0,03,2013,32151,1471243,0.0218529501925
878,36061009300.0,03,2013,9121,1471243,0.00619951972584
879,36061009400.0,03,2013,16594,1471243,0.0112788981834
880,36061009500.0,03,2013,9340,1471243,0.00634837345021
881,36061009600.0,03,2013,6383,1471243,0.00433850832255
882,36061009700.0,03,2013,2676,1471243,0.00181887016625
883,36061009800.0,03,2013,13190,1471243,0.00896520833064
884,36061009900.0,03,2013,13498,1471243,0.00917455512108
885,36061010000.0,03,2013,11076,1471243,0.0075283280872
886,36061010100.0,03,2013,46482,1471243,0.031593693224
887,36061010200.0,03,2013,7566,1471243,0.00514259031309
888,36061010300.0,03,2013,6201,1471243,0.00421480340093
889,36061010400.0,03,2013,6652,1471243,0.0045213469155
890,36061010601.0,03,2013,8050,1471243,0.00547156384092
891,36061010602.0,03,2013,5426,1471243,0.00368803793799
892,36061010800.0,03,2013,14376,1471243,0.00977132941329
893,36061010900.0,03,2013,10318,1471243,0.00701311747957
894,36061011000.0,03,2013,12617,1471243,0.00857574173675
895,36061011100.0,03,2013,7167,1471243,0.00487139106184
896,36061011201.0,03,2013,4587,1471243,0.00311777184326
897,36061011202.0,03,2013,3354,1471243,0.00227970498415
898,36061011203.0,03,2013,5486,1471243,0.00372881978028
899,36061011300.0,03,2013,23784,1471243,0.0161659222848
900,36061011401.0,03,2013,4939,1471243,0.00335702531805
901,36061011402.0,03,2013,7014,1471243,0.004767397364
902,36061011500.0,03,2013,19926,1471243,0.0135436498254
903,36061011600.0,03,2013,6711,1471243,0.00456144906042
904,36061011700.0,03,2013,6296,1471243,0.00427937465123
905,36061011800.0,03,2013,12747,1471243,0.00866410239505
906,36061011900.0,03,2013,10649,1471243,0.00723809730955
907,36061012000.0,03,2013,15776,1471243,0.0107229057335
908,36061012100.0,03,2013,9308,1471243,0.00632662313432
909,36061012200.0,03,2013,7433,1471243,0.00505219056267
910,36061012400.0,03,2013,16915,1471243,0.0114970810396
911,36061012500.0,03,2013,11660,1471243,0.00792527135218
912,36061012600.0,03,2013,13236,1471243,0.00899647440973
913,36061012700.0,03,2013,7187,1471243,0.00488498500927
914,36061012800.0,03,2013,16879,1471243,0.0114726119343
915,36061012900.0,03,2013,8605,1471243,0.00584879588212
916,36061013000.0,03,2013,10678,1471243,0.00725780853333
917,36061013100.0,03,2013,11603,1471243,0.00788652860201
918,36061013200.0,03,2013,11609,1471243,0.00789060678623
919,36061013300.0,03,2013,6714,1471243,0.00456348815253
920,36061013400.0,03,2013,11819,1471243,0.00803334323426
921,36061013500.0,03,2013,8727,1471243,0.00593171896145
922,36061013600.0,03,2013,13161,1471243,0.00894549710687
923,36061013700.0,03,2013,17389,1471243,0.0118192575937
924,36061013800.0,03,2013,10701,1471243,0.00727344157287
925,36061013900.0,03,2013,10038,1471243,0.00682280221554
926,36061014000.0,03,2013,13306,1471243,0.00904405322574
927,36061014200.0,03,2013,10817,1471243,0.00735228646797
928,36061014300.0,03,2013,17717,1471243,0.0120421983316
929,36061014401.0,03,2013,3102,1471243,0.00210842124652
930,36061014402.0,03,2013,4520,1471243,0.00307223211937
931,36061014500.0,03,2013,12519,1471243,0.00850913139434
932,36061014601.0,03,2013,3942,1471243,0.00267936703862
933,36061014602.0,03,2013,5175,1471243,0.00351743389773
934,36061014700.0,03,2013,2604,1471243,0.0017699319555
935,36061014801.0,03,2013,5247,1471243,0.00356637210848
936,36061014802.0,03,2013,9333,1471243,0.0063436155686
