,GEOID,month,year,passenger_count,tot_month,share_month
92,36005004200.0,03,2013,5,1471243,3.39848685771e-06
93,36005004300.0,03,2013,3,1471243,2.03909211463e-06
94,36005004400.0,03,2013,4,1471243,2.71878948617e-06
95,36005005100.0,03,2013,148,1471243,0.000100595210988
96,36005005300.0,03,2013,2,1471243,1.35939474308e-06
97,36005005902.0,03,2013,7,1471243,4.7578816008e-06
98,36005006000.0,03,2013,1,1471243,6.79697371542e-07
99,36005006100.0,03,2013,15,1471243,1.01954605731e-05
100,36005006200.0,03,2013,1,1471243,6.79697371542e-07
101,36005006300.0,03,2013,150,1471243,0.000101954605731
102,36005006400.0,03,2013,1,1471243,6.79697371542e-07
103,36005006500.0,03,2013,44,1471243,2.99066843479e-05
104,36005006700.0,03,2013,10,1471243,6.79697371542e-06
105,36005006900.0,03,2013,13,1471243,8.83606583005e-06
106,36005007000.0,03,2013,1,1471243,6.79697371542e-07
107,36005007100.0,03,2013,19,1471243,1.29142500593e-05
108,36005007200.0,03,2013,6,1471243,4.07818422925e-06
109,36005007300.0,03,2013,1,1471243,6.79697371542e-07
110,36005007400.0,03,2013,1,1471243,6.79697371542e-07
111,36005007500.0,03,2013,6,1471243,4.07818422925e-06
112,36005007600.0,03,2013,2,1471243,1.35939474308e-06
113,36005007700.0,03,2013,3,1471243,2.03909211463e-06
114,36005007800.0,03,2013,5,1471243,3.39848685771e-06
115,36005007900.0,03,2013,4,1471243,2.71878948617e-06
116,36005008300.0,03,2013,3,1471243,2.03909211463e-06
117,36005008500.0,03,2013,2,1471243,1.35939474308e-06
118,36005008700.0,03,2013,5,1471243,3.39848685771e-06
119,36005008900.0,03,2013,2,1471243,1.35939474308e-06
120,36005009000.0,03,2013,4,1471243,2.71878948617e-06
121,36005009200.0,03,2013,12,1471243,8.15636845851e-06
122,36005009300.0,03,2013,14,1471243,9.51576320159e-06
123,36005009600.0,03,2013,11,1471243,7.47667108697e-06
124,36005009800.0,03,2013,2,1471243,1.35939474308e-06
125,36005011000.0,03,2013,2,1471243,1.35939474308e-06
126,36005011502.0,03,2013,3,1471243,2.03909211463e-06
127,36005011700.0,03,2013,6,1471243,4.07818422925e-06
128,36005011800.0,03,2013,2,1471243,1.35939474308e-06
129,36005011900.0,03,2013,1,1471243,6.79697371542e-07
130,36005012101.0,03,2013,2,1471243,1.35939474308e-06
131,36005012300.0,03,2013,1,1471243,6.79697371542e-07
132,36005012500.0,03,2013,1,1471243,6.79697371542e-07
133,36005012701.0,03,2013,1,1471243,6.79697371542e-07
134,36005012901.0,03,2013,3,1471243,2.03909211463e-06
135,36005013100.0,03,2013,1,1471243,6.79697371542e-07
136,36005013300.0,03,2013,2,1471243,1.35939474308e-06
137,36005013500.0,03,2013,2,1471243,1.35939474308e-06
138,36005014100.0,03,2013,20,1471243,1.35939474308e-05
139,36005014300.0,03,2013,1,1471243,6.79697371542e-07
140,36005014500.0,03,2013,10,1471243,6.79697371542e-06
141,36005014701.0,03,2013,4,1471243,2.71878948617e-06
142,36005014900.0,03,2013,2,1471243,1.35939474308e-06
143,36005015100.0,03,2013,3,1471243,2.03909211463e-06
144,36005015300.0,03,2013,1,1471243,6.79697371542e-07
145,36005015700.0,03,2013,2,1471243,1.35939474308e-06
146,36005015800.0,03,2013,1,1471243,6.79697371542e-07
147,36005016300.0,03,2013,3,1471243,2.03909211463e-06
148,36005016500.0,03,2013,3,1471243,2.03909211463e-06
149,36005016700.0,03,2013,4,1471243,2.71878948617e-06
150,36005016900.0,03,2013,1,1471243,6.79697371542e-07
151,36005017300.0,03,2013,7,1471243,4.7578816008e-06
152,36005017701.0,03,2013,5,1471243,3.39848685771e-06
153,36005017702.0,03,2013,2,1471243,1.35939474308e-06
154,36005017901.0,03,2013,1,1471243,6.79697371542e-07
155,36005018102.0,03,2013,13,1471243,8.83606583005e-06
156,36005018301.0,03,2013,14,1471243,9.51576320159e-06
157,36005018302.0,03,2013,11,1471243,7.47667108697e-06
158,36005018500.0,03,2013,33,1471243,2.24300132609e-05
159,36005018900.0,03,2013,28,1471243,1.90315264032e-05
160,36005019300.0,03,2013,14,1471243,9.51576320159e-06
161,36005019400.0,03,2013,1,1471243,6.79697371542e-07
162,36005019500.0,03,2013,31,1471243,2.10706185178e-05
163,36005019700.0,03,2013,20,1471243,1.35939474308e-05
164,36005019900.0,03,2013,12,1471243,8.15636845851e-06
165,36005020000.0,03,2013,3,1471243,2.03909211463e-06
166,36005020100.0,03,2013,6,1471243,4.07818422925e-06
167,36005020200.0,03,2013,1,1471243,6.79697371542e-07
168,36005020501.0,03,2013,10,1471243,6.79697371542e-06
169,36005020601.0,03,2013,18,1471243,1.22345526878e-05
170,36005020900.0,03,2013,1,1471243,6.79697371542e-07
171,36005021001.0,03,2013,2,1471243,1.35939474308e-06
172,36005021002.0,03,2013,3,1471243,2.03909211463e-06
173,36005021100.0,03,2013,1,1471243,6.79697371542e-07
174,36005021200.0,03,2013,1,1471243,6.79697371542e-07
175,36005021301.0,03,2013,6,1471243,4.07818422925e-06
176,36005021302.0,03,2013,1,1471243,6.79697371542e-07
177,36005021501.0,03,2013,1,1471243,6.79697371542e-07
178,36005021601.0,03,2013,7,1471243,4.7578816008e-06
179,36005021602.0,03,2013,2,1471243,1.35939474308e-06
180,36005021700.0,03,2013,14,1471243,9.51576320159e-06
181,36005021900.0,03,2013,6,1471243,4.07818422925e-06
182,36005022000.0,03,2013,1,1471243,6.79697371542e-07
183,36005022101.0,03,2013,2,1471243,1.35939474308e-06
184,36005022102.0,03,2013,5,1471243,3.39848685771e-06
185,36005022200.0,03,2013,8,1471243,5.43757897234e-06
186,36005022300.0,03,2013,2,1471243,1.35939474308e-06
187,36005022401.0,03,2013,2,1471243,1.35939474308e-06
188,36005022403.0,03,2013,5,1471243,3.39848685771e-06
189,36005022404.0,03,2013,1,1471243,6.79697371542e-07
190,36005022500.0,03,2013,2,1471243,1.35939474308e-06
191,36005022701.0,03,2013,32,1471243,2.17503158894e-05
192,36005022702.0,03,2013,2,1471243,1.35939474308e-06
193,36005022901.0,03,2013,1,1471243,6.79697371542e-07
194,36005023000.0,03,2013,1,1471243,6.79697371542e-07
195,36005023100.0,03,2013,3,1471243,2.03909211463e-06
196,36005023200.0,03,2013,2,1471243,1.35939474308e-06
197,36005023301.0,03,2013,19,1471243,1.29142500593e-05
198,36005023302.0,03,2013,1,1471243,6.79697371542e-07
199,36005023501.0,03,2013,3,1471243,2.03909211463e-06
200,36005023502.0,03,2013,4,1471243,2.71878948617e-06
201,36005023600.0,03,2013,2,1471243,1.35939474308e-06
202,36005023703.0,03,2013,4,1471243,2.71878948617e-06
203,36005023800.0,03,2013,5,1471243,3.39848685771e-06
204,36005023900.0,03,2013,2,1471243,1.35939474308e-06
205,36005024000.0,03,2013,1,1471243,6.79697371542e-07
206,36005024100.0,03,2013,7,1471243,4.7578816008e-06
207,36005024300.0,03,2013,2,1471243,1.35939474308e-06
208,36005024700.0,03,2013,2,1471243,1.35939474308e-06
209,36005025100.0,03,2013,7,1471243,4.7578816008e-06
210,36005025300.0,03,2013,2,1471243,1.35939474308e-06
211,36005025400.0,03,2013,1,1471243,6.79697371542e-07
212,36005025500.0,03,2013,4,1471243,2.71878948617e-06
213,36005025600.0,03,2013,2,1471243,1.35939474308e-06
214,36005025700.0,03,2013,3,1471243,2.03909211463e-06
215,36005026100.0,03,2013,2,1471243,1.35939474308e-06
216,36005026300.0,03,2013,10,1471243,6.79697371542e-06
217,36005026500.0,03,2013,4,1471243,2.71878948617e-06
218,36005026701.0,03,2013,1,1471243,6.79697371542e-07
219,36005026702.0,03,2013,1,1471243,6.79697371542e-07
220,36005026900.0,03,2013,6,1471243,4.07818422925e-06
221,36005027300.0,03,2013,8,1471243,5.43757897234e-06
222,36005027700.0,03,2013,1,1471243,6.79697371542e-07
223,36005027900.0,03,2013,2,1471243,1.35939474308e-06
224,36005028100.0,03,2013,1,1471243,6.79697371542e-07
225,36005028300.0,03,2013,1,1471243,6.79697371542e-07
226,36005028400.0,03,2013,2,1471243,1.35939474308e-06
227,36005028500.0,03,2013,2,1471243,1.35939474308e-06
228,36005028600.0,03,2013,1,1471243,6.79697371542e-07
229,36005028900.0,03,2013,6,1471243,4.07818422925e-06
230,36005029302.0,03,2013,3,1471243,2.03909211463e-06
231,36005029500.0,03,2013,3,1471243,2.03909211463e-06
232,36005029600.0,03,2013,2,1471243,1.35939474308e-06
233,36005029700.0,03,2013,1,1471243,6.79697371542e-07
234,36005030200.0,03,2013,1,1471243,6.79697371542e-07
235,36005030701.0,03,2013,2,1471243,1.35939474308e-06
236,36005030900.0,03,2013,6,1471243,4.07818422925e-06
237,36005031000.0,03,2013,1,1471243,6.79697371542e-07
238,36005032300.0,03,2013,1,1471243,6.79697371542e-07
239,36005033000.0,03,2013,3,1471243,2.03909211463e-06
240,36005033201.0,03,2013,1,1471243,6.79697371542e-07
241,36005033400.0,03,2013,4,1471243,2.71878948617e-06
242,36005033500.0,03,2013,8,1471243,5.43757897234e-06
243,36005033700.0,03,2013,1,1471243,6.79697371542e-07
244,36005035100.0,03,2013,1,1471243,6.79697371542e-07
245,36005036502.0,03,2013,3,1471243,2.03909211463e-06
246,36005036800.0,03,2013,1,1471243,6.79697371542e-07
247,36005037000.0,03,2013,1,1471243,6.79697371542e-07
248,36005037100.0,03,2013,2,1471243,1.35939474308e-06
249,36005037300.0,03,2013,2,1471243,1.35939474308e-06
250,36005037400.0,03,2013,1,1471243,6.79697371542e-07
251,36005037800.0,03,2013,1,1471243,6.79697371542e-07
252,36005037900.0,03,2013,1,1471243,6.79697371542e-07
253,36005038100.0,03,2013,1,1471243,6.79697371542e-07
254,36005038301.0,03,2013,3,1471243,2.03909211463e-06
255,36005038302.0,03,2013,1,1471243,6.79697371542e-07
256,36005039000.0,03,2013,1,1471243,6.79697371542e-07
257,36005039500.0,03,2013,3,1471243,2.03909211463e-06
258,36005039700.0,03,2013,5,1471243,3.39848685771e-06
259,36005039901.0,03,2013,1,1471243,6.79697371542e-07
260,36005040100.0,03,2013,2,1471243,1.35939474308e-06
261,36005040303.0,03,2013,1,1471243,6.79697371542e-07
262,36005040501.0,03,2013,2,1471243,1.35939474308e-06
263,36005040800.0,03,2013,1,1471243,6.79697371542e-07
264,36005040900.0,03,2013,1,1471243,6.79697371542e-07
265,36005041500.0,03,2013,2,1471243,1.35939474308e-06
266,36005041900.0,03,2013,2,1471243,1.35939474308e-06
267,36005042000.0,03,2013,1,1471243,6.79697371542e-07
268,36005042100.0,03,2013,7,1471243,4.7578816008e-06
269,36005042200.0,03,2013,1,1471243,6.79697371542e-07
270,36005042400.0,03,2013,2,1471243,1.35939474308e-06
271,36005042500.0,03,2013,2,1471243,1.35939474308e-06
272,36005043100.0,03,2013,4,1471243,2.71878948617e-06
273,36005043400.0,03,2013,1,1471243,6.79697371542e-07
274,36005043500.0,03,2013,2,1471243,1.35939474308e-06
275,36005045102.0,03,2013,1,1471243,6.79697371542e-07
276,36005046201.0,03,2013,2,1471243,1.35939474308e-06
277,36005046202.0,03,2013,1,1471243,6.79697371542e-07
278,36005050400.0,03,2013,1,1471243,6.79697371542e-07
279,36047000100.0,03,2013,423,1471243,0.000287511988162
280,36047000200.0,03,2013,1,1471243,6.79697371542e-07
281,36047000301.0,03,2013,663,1471243,0.000450639357333
282,36047000501.0,03,2013,628,1471243,0.000426849949329
283,36047000502.0,03,2013,1103,1471243,0.000749706200811
284,36047000700.0,03,2013,1038,1471243,0.000705525871661
285,36047000900.0,03,2013,1395,1471243,0.000948177833302
286,36047001100.0,03,2013,309,1471243,0.000210026487807
287,36047001300.0,03,2013,908,1471243,0.00061716521336
288,36047001500.0,03,2013,1519,1471243,0.00103246030737
289,36047001800.0,03,2013,66,1471243,4.48600265218e-05
290,36047002000.0,03,2013,5,1471243,3.39848685771e-06
291,36047002100.0,03,2013,1439,1471243,0.000978084517649
292,36047002200.0,03,2013,7,1471243,4.7578816008e-06
293,36047002300.0,03,2013,40,1471243,2.71878948617e-05
294,36047002901.0,03,2013,17,1471243,1.15548553162e-05
295,36047003100.0,03,2013,144,1471243,9.78764215021e-05
296,36047003300.0,03,2013,256,1471243,0.000174002527115
297,36047003400.0,03,2013,8,1471243,5.43757897234e-06
298,36047003500.0,03,2013,274,1471243,0.000186237079803
299,36047003600.0,03,2013,1,1471243,6.79697371542e-07
300,36047003700.0,03,2013,269,1471243,0.000182838592945
301,36047003800.0,03,2013,2,1471243,1.35939474308e-06
302,36047003900.0,03,2013,385,1471243,0.000261683488044
303,36047004100.0,03,2013,173,1471243,0.000117587645277
304,36047004300.0,03,2013,627,1471243,0.000426170251957
305,36047004500.0,03,2013,1336,1471243,0.000908075688381
306,36047004600.0,03,2013,1,1471243,6.79697371542e-07
307,36047004700.0,03,2013,168,1471243,0.000114189158419
308,36047004900.0,03,2013,154,1471243,0.000104673395218
309,36047005100.0,03,2013,126,1471243,8.56418688143e-05
310,36047005300.0,03,2013,16,1471243,1.08751579447e-05
311,36047005400.0,03,2013,1,1471243,6.79697371542e-07
312,36047005800.0,03,2013,1,1471243,6.79697371542e-07
313,36047005900.0,03,2013,54,1471243,3.67036580633e-05
314,36047006200.0,03,2013,11,1471243,7.47667108697e-06
315,36047006300.0,03,2013,168,1471243,0.000114189158419
316,36047006400.0,03,2013,1,1471243,6.79697371542e-07
317,36047006500.0,03,2013,2375,1471243,0.00161428125741
318,36047006700.0,03,2013,1884,1471243,0.00128054984799
319,36047006900.0,03,2013,218,1471243,0.000148174026996
320,36047007000.0,03,2013,6,1471243,4.07818422925e-06
321,36047007100.0,03,2013,8,1471243,5.43757897234e-06
322,36047007200.0,03,2013,1,1471243,6.79697371542e-07
323,36047007400.0,03,2013,4,1471243,2.71878948617e-06
324,36047007500.0,03,2013,240,1471243,0.00016312736917
325,36047007600.0,03,2013,7,1471243,4.7578816008e-06
326,36047007700.0,03,2013,411,1471243,0.000279355619704
327,36047007800.0,03,2013,9,1471243,6.11727634388e-06
328,36047008000.0,03,2013,9,1471243,6.11727634388e-06
329,36047008200.0,03,2013,4,1471243,2.71878948617e-06
330,36047008400.0,03,2013,24,1471243,1.6312736917e-05
331,36047008500.0,03,2013,1,1471243,6.79697371542e-07
332,36047008800.0,03,2013,1,1471243,6.79697371542e-07
333,36047009200.0,03,2013,1,1471243,6.79697371542e-07
334,36047009400.0,03,2013,1,1471243,6.79697371542e-07
335,36047010000.0,03,2013,1,1471243,6.79697371542e-07
336,36047010100.0,03,2013,46,1471243,3.12660790909e-05
337,36047010200.0,03,2013,1,1471243,6.79697371542e-07
338,36047010800.0,03,2013,1,1471243,6.79697371542e-07
339,36047011200.0,03,2013,2,1471243,1.35939474308e-06
340,36047011400.0,03,2013,3,1471243,2.03909211463e-06
341,36047011700.0,03,2013,23,1471243,1.56330395455e-05
342,36047011900.0,03,2013,136,1471243,9.24388425298e-05
343,36047012000.0,03,2013,4,1471243,2.71878948617e-06
344,36047012100.0,03,2013,34,1471243,2.31097106324e-05
345,36047012200.0,03,2013,2,1471243,1.35939474308e-06
346,36047012600.0,03,2013,3,1471243,2.03909211463e-06
347,36047012700.0,03,2013,116,1471243,7.88448950989e-05
348,36047012801.0,03,2013,2,1471243,1.35939474308e-06
349,36047012901.0,03,2013,275,1471243,0.000186916777174
350,36047012902.0,03,2013,111,1471243,7.54464082412e-05
351,36047013000.0,03,2013,8,1471243,5.43757897234e-06
352,36047013100.0,03,2013,109,1471243,7.40870134981e-05
353,36047013200.0,03,2013,2,1471243,1.35939474308e-06
354,36047013300.0,03,2013,139,1471243,9.44779346444e-05
355,36047013400.0,03,2013,2,1471243,1.35939474308e-06
356,36047013500.0,03,2013,130,1471243,8.83606583005e-05
357,36047013600.0,03,2013,1,1471243,6.79697371542e-07
358,36047013700.0,03,2013,142,1471243,9.6517026759e-05
359,36047013800.0,03,2013,3,1471243,2.03909211463e-06
360,36047013900.0,03,2013,86,1471243,5.84539739526e-05
361,36047014100.0,03,2013,141,1471243,9.58373293875e-05
362,36047014200.0,03,2013,2,1471243,1.35939474308e-06
363,36047014300.0,03,2013,50,1471243,3.39848685771e-05
364,36047014500.0,03,2013,39,1471243,2.65081974901e-05
365,36047014700.0,03,2013,1,1471243,6.79697371542e-07
366,36047014900.0,03,2013,30,1471243,2.03909211463e-05
367,36047015100.0,03,2013,14,1471243,9.51576320159e-06
368,36047015200.0,03,2013,5,1471243,3.39848685771e-06
369,36047015300.0,03,2013,17,1471243,1.15548553162e-05
370,36047015400.0,03,2013,1,1471243,6.79697371542e-07
371,36047015500.0,03,2013,12,1471243,8.15636845851e-06
372,36047015700.0,03,2013,10,1471243,6.79697371542e-06
373,36047015900.0,03,2013,197,1471243,0.000133900382194
374,36047016000.0,03,2013,2,1471243,1.35939474308e-06
375,36047016100.0,03,2013,280,1471243,0.000190315264032
376,36047016300.0,03,2013,28,1471243,1.90315264032e-05
377,36047016400.0,03,2013,5,1471243,3.39848685771e-06
378,36047016500.0,03,2013,16,1471243,1.08751579447e-05
379,36047016700.0,03,2013,11,1471243,7.47667108697e-06
380,36047016900.0,03,2013,6,1471243,4.07818422925e-06
381,36047017000.0,03,2013,1,1471243,6.79697371542e-07
382,36047017500.0,03,2013,2,1471243,1.35939474308e-06
383,36047017700.0,03,2013,50,1471243,3.39848685771e-05
384,36047017800.0,03,2013,6,1471243,4.07818422925e-06
385,36047017900.0,03,2013,42,1471243,2.85472896048e-05
386,36047018100.0,03,2013,19,1471243,1.29142500593e-05
387,36047018200.0,03,2013,1,1471243,6.79697371542e-07
388,36047018300.0,03,2013,100,1471243,6.79697371542e-05
389,36047018501.0,03,2013,23,1471243,1.56330395455e-05
390,36047018700.0,03,2013,31,1471243,2.10706185178e-05
391,36047019100.0,03,2013,50,1471243,3.39848685771e-05
392,36047019300.0,03,2013,53,1471243,3.60239606917e-05
393,36047019500.0,03,2013,71,1471243,4.82585133795e-05
394,36047019700.0,03,2013,36,1471243,2.44691053755e-05
395,36047019900.0,03,2013,24,1471243,1.6312736917e-05
396,36047020100.0,03,2013,23,1471243,1.56330395455e-05
397,36047020300.0,03,2013,10,1471243,6.79697371542e-06
398,36047020500.0,03,2013,6,1471243,4.07818422925e-06
399,36047020600.0,03,2013,1,1471243,6.79697371542e-07
400,36047020700.0,03,2013,9,1471243,6.11727634388e-06
401,36047021100.0,03,2013,8,1471243,5.43757897234e-06
402,36047021200.0,03,2013,3,1471243,2.03909211463e-06
403,36047021300.0,03,2013,8,1471243,5.43757897234e-06
404,36047021400.0,03,2013,2,1471243,1.35939474308e-06
405,36047021500.0,03,2013,19,1471243,1.29142500593e-05
406,36047021700.0,03,2013,7,1471243,4.7578816008e-06
407,36047021900.0,03,2013,9,1471243,6.11727634388e-06
408,36047022000.0,03,2013,1,1471243,6.79697371542e-07
409,36047022100.0,03,2013,5,1471243,3.39848685771e-06
410,36047022200.0,03,2013,1,1471243,6.79697371542e-07
411,36047022400.0,03,2013,1,1471243,6.79697371542e-07
412,36047022600.0,03,2013,1,1471243,6.79697371542e-07
413,36047022700.0,03,2013,14,1471243,9.51576320159e-06
414,36047022800.0,03,2013,1,1471243,6.79697371542e-07
415,36047022900.0,03,2013,9,1471243,6.11727634388e-06
416,36047023000.0,03,2013,1,1471243,6.79697371542e-07
417,36047023100.0,03,2013,3,1471243,2.03909211463e-06
418,36047023200.0,03,2013,1,1471243,6.79697371542e-07
419,36047023300.0,03,2013,27,1471243,1.83518290316e-05
420,36047023500.0,03,2013,16,1471243,1.08751579447e-05
421,36047023600.0,03,2013,1,1471243,6.79697371542e-07
422,36047024100.0,03,2013,14,1471243,9.51576320159e-06
423,36047024300.0,03,2013,14,1471243,9.51576320159e-06
424,36047024400.0,03,2013,2,1471243,1.35939474308e-06
425,36047024500.0,03,2013,10,1471243,6.79697371542e-06
426,36047024600.0,03,2013,1,1471243,6.79697371542e-07
427,36047024700.0,03,2013,26,1471243,1.76721316601e-05
428,36047024900.0,03,2013,4,1471243,2.71878948617e-06
429,36047025100.0,03,2013,6,1471243,4.07818422925e-06
430,36047025200.0,03,2013,1,1471243,6.79697371542e-07
431,36047025300.0,03,2013,7,1471243,4.7578816008e-06
432,36047025400.0,03,2013,1,1471243,6.79697371542e-07
433,36047025500.0,03,2013,5,1471243,3.39848685771e-06
434,36047025600.0,03,2013,2,1471243,1.35939474308e-06
435,36047025700.0,03,2013,1,1471243,6.79697371542e-07
436,36047025800.0,03,2013,1,1471243,6.79697371542e-07
437,36047026000.0,03,2013,1,1471243,6.79697371542e-07
438,36047026100.0,03,2013,5,1471243,3.39848685771e-06
439,36047026700.0,03,2013,2,1471243,1.35939474308e-06
440,36047026900.0,03,2013,3,1471243,2.03909211463e-06
441,36047027100.0,03,2013,7,1471243,4.7578816008e-06
442,36047027300.0,03,2013,2,1471243,1.35939474308e-06
443,36047027400.0,03,2013,8,1471243,5.43757897234e-06
444,36047027700.0,03,2013,2,1471243,1.35939474308e-06
445,36047027800.0,03,2013,1,1471243,6.79697371542e-07
446,36047027900.0,03,2013,1,1471243,6.79697371542e-07
447,36047028100.0,03,2013,3,1471243,2.03909211463e-06
448,36047028200.0,03,2013,4,1471243,2.71878948617e-06
449,36047028300.0,03,2013,1,1471243,6.79697371542e-07
450,36047028400.0,03,2013,1,1471243,6.79697371542e-07
451,36047028501.0,03,2013,5,1471243,3.39848685771e-06
452,36047028502.0,03,2013,3,1471243,2.03909211463e-06
453,36047028600.0,03,2013,4,1471243,2.71878948617e-06
454,36047028700.0,03,2013,1,1471243,6.79697371542e-07
455,36047028800.0,03,2013,3,1471243,2.03909211463e-06
456,36047028900.0,03,2013,1,1471243,6.79697371542e-07
457,36047029000.0,03,2013,2,1471243,1.35939474308e-06
458,36047029100.0,03,2013,2,1471243,1.35939474308e-06
459,36047029200.0,03,2013,1,1471243,6.79697371542e-07
460,36047029300.0,03,2013,1,1471243,6.79697371542e-07
461,36047029400.0,03,2013,1,1471243,6.79697371542e-07
462,36047029500.0,03,2013,2,1471243,1.35939474308e-06
463,36047029700.0,03,2013,1,1471243,6.79697371542e-07
464,36047029800.0,03,2013,1,1471243,6.79697371542e-07
465,36047029900.0,03,2013,1,1471243,6.79697371542e-07
